"Year","Plot","SpeciesID","TotalAbundance","Onset","Peak","End","Duration","Onset_DOY","Peak_DOY","End_DOY","Onset_Temp","Peak_Temp","End_Temp"
2000,"Art6","Notostraca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Nymphalidae",0,NA,NA,NA,NA,202,210,218,4.35166666666667,5.24986111111111,4.82236111111111
2000,"Art6","Ostracoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Phoridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Pieridae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","PieridaeÂ ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Piophilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Platygastridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Plutellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Psocoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Psylloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Scathophagidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Scelionidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Scelionidaee",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Siphonaptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Syrphidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Tachinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Tardigrada",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Tenthredinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Thomisidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Thysanoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Tipulidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Tipuloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Tortricidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Trichoceridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","Triopsidae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art6","TriopsidaeÂ ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Acari",1295,169.857515445288,201.767159460147,229.587758495909,59.7302430506211,171,193,217,-0.391527777777778,4.15194444444444,4.62861111111111
2000,"Art7","Agromyzidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","ANMU",2471,183.352014669118,202.055675748435,218.182179704835,34.8301650357169,166,188,209,-1.51194444444444,3.75472222222222,4.95291666666667
2000,"Art7","Aphidoidea",0,NA,NA,NA,NA,180,210,231,1.50930555555556,5.24986111111111,5.47138888888889
2000,"Art7","Apidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Aranea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Arthropoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Braconidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Calliphoridae",58,211.120483082772,225.374101852946,235.409938291875,24.2894552091039,146,171,225,-7.02611111111111,-0.391527777777778,4.95722222222222
2000,"Art7","Cecidomyiidae",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Ceraphronidae",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Ceraphronoidea",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Chalcidoidea",12,NA,NA,NA,NA,174,197,216,0.222083333333333,4.36402777777778,4.68069444444444
2000,"Art7","CHCE",382,169.831058295054,184.182300334767,201.720280366514,31.8892220714608,160,175,196,-3.50875,0.470138888888889,4.28055555555556
2000,"Art7","Coccinellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Coccoidea",148,180.002839106921,199.711133620153,227.334754713662,47.3319156067403,182,201,218,1.94777777777778,4.29805555555556,4.82236111111111
2000,"Art7","Coleoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Collembola",1270,177.02152000725,206.476772782537,224.909784590436,47.8882645831861,158,177,203,-4.27305555555556,1.01055555555556,4.23875
2000,"Art7","Copepoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Culicidae",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Cynipoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Dictynidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Diptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Empididae",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Enchytraeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Ephydridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Faniidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Geometridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Gracilariidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Heleomyzidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Hemiptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Hymenoptera",0,NA,NA,NA,NA,168,195,214,-1.22361111111111,4.23472222222222,5.00138888888889
2000,"Art7","Ichneumonidae",160,185.064976885737,206.800761555155,227.431550180078,42.3665732943405,178,200,221,1.35444444444444,4.23055555555556,4.59569444444444
2000,"Art7","Latridiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Lepidoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Linyphiidae",40,NA,NA,NA,NA,157,172,203,-4.48791666666667,-0.237916666666667,4.23875
2000,"Art7","Lycaenidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Lycosidae",405,166.25875338976,194.144616822417,229.979277804953,63.7205244151926,160,181,214,-3.50875,1.63930555555556,5.00138888888889
2000,"Art7","Lycosidae egg sac",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Lygaeidae",0,NA,NA,NA,NA,182,213,234,1.94777777777778,5.23055555555556,5.73277777777778
2000,"Art7","Megaspilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","MYSC",366,180.861380684627,191.675050245517,205.676313634098,24.8149329494701,163,174,187,-2.28583333333333,0.222083333333333,3.67208333333333
2000,"Art7","Nematoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Noctuidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Notostraca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Nymphalidae",79,199.025224074699,209.980595675906,220.240240369658,21.2150162949597,194,204,214,4.17833333333333,4.45513888888889,5.00138888888889
2000,"Art7","Ostracoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Phoridae",1091,199.728024286809,206.817321897664,216.769963644703,17.0419393578933,190,202,216,4.19097222222222,4.35166666666667,4.68069444444444
2000,"Art7","Pieridae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","PieridaeÂ ",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Piophilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Platygastridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Plutellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Psocoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Psylloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Scathophagidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Scelionidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Scelionidaee",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Siphonaptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Syrphidae",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Tachinidae",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Tardigrada",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Tenthredinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Thomisidae",36,NA,NA,NA,NA,161,186,216,-3.01638888888889,3.49347222222222,4.68069444444444
2000,"Art7","Thysanoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Tipulidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Tipuloidea",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Tortricidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Trichoceridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","Triopsidae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Art7","TriopsidaeÂ ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Acari",368,186.856196324252,197.997836244099,221.830356597554,34.9741602733023,168,187,208,-0.733194444444444,2.07291666666667,4.37430555555556
2001,"Art1","Agromyzidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","ANMU",1314,185.002894625135,199.939409349528,218.990611852287,33.9877172271519,167,183,204,-1.10569444444444,1.95611111111111,4.50291666666667
2001,"Art1","Aphidoidea",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Apidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Aranea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Arthropoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Braconidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Calliphoridae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Cecidomyiidae",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Ceraphronidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Ceraphronoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Chalcidoidea",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","CHCE",4044,174.758480498649,186.232471474169,203.579343372621,28.8208628739725,160,172,184,-3.32555555555556,0.04375,2.03125
2001,"Art1","Coccinellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Coccoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Coleoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Collembola",119,175.182166444919,197.232873945585,228.535742244557,53.3535757996372,167,188,211,-1.10569444444444,2.29138888888889,4.83736111111111
2001,"Art1","Copepoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Culicidae",209,188.871721021565,202.781162559249,217.144845732136,28.2731247105719,178,191,204,1.57402777777778,2.87430555555556,4.50291666666667
2001,"Art1","Cynipoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Dictynidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Diptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Empididae",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Enchytraeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Ephydridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Faniidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Geometridae",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Gracilariidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Heleomyzidae",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Hemiptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Hymenoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Ichneumonidae",34,NA,NA,NA,NA,182,194,207,2.02680555555556,3.67611111111111,4.42347222222222
2001,"Art1","Latridiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Lepidoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Linyphiidae",15,NA,NA,NA,NA,150,169,205,-6.46777777777778,-0.474861111111111,4.50416666666667
2001,"Art1","Lycaenidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Lycosidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Lycosidae egg sac",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Lygaeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Megaspilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","MYSC",56,178.516122118069,197.448492580528,217.431299365437,38.9151772473677,162,175,189,-2.61375,0.687638888888889,2.57888888888889
2001,"Art1","Nematoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Noctuidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Notostraca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Nymphalidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Ostracoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Phoridae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Pieridae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","PieridaeÂ ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Piophilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Platygastridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Plutellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Psocoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Psylloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Scathophagidae",0,NA,NA,NA,NA,146,160,187,-7.95388888888889,-3.32555555555556,2.07291666666667
2001,"Art1","Scelionidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Scelionidaee",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Siphonaptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Syrphidae",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Tachinidae",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Tardigrada",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Tenthredinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Thomisidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Thysanoptera",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Tipulidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Tipuloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Tortricidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Trichoceridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","Triopsidae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art1","TriopsidaeÂ ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Acari",5511,175.142334079206,192.623627314857,220.478624157237,45.3362900780314,162,180,205,-2.61375,1.96819444444444,4.50416666666667
2001,"Art2","Agromyzidae",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","ANMU",2551,174.511618620739,194.637106945087,214.294993437286,39.7833748165473,164,181,198,-2.02888888888889,2.05375,4.30958333333333
2001,"Art2","Aphidoidea",12,NA,NA,NA,NA,170,192,215,-0.285416666666667,3.22166666666667,5.63069444444444
2001,"Art2","Apidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Aranea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Arthropoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Braconidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Calliphoridae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Cecidomyiidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Ceraphronidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Ceraphronoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Chalcidoidea",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","CHCE",1211,177.903969459055,193.096599109667,212.081220434279,34.1772509752234,164,177,191,-2.02888888888889,1.24069444444444,2.87430555555556
2001,"Art2","Coccinellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Coccoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Coleoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Collembola",2829,170.855375400076,185.251561273205,213.186336021574,42.3309606214981,161,179,209,-2.91763888888889,1.81791666666667,4.44847222222222
2001,"Art2","Copepoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Culicidae",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Cynipoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Dictynidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Diptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Empididae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Enchytraeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Ephydridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Faniidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Geometridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Gracilariidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Heleomyzidae",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Hemiptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Hymenoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Ichneumonidae",211,186.29947345938,198.013114468713,217.199377707286,30.8999042479066,179,192,206,1.81791666666667,3.22166666666667,4.45083333333333
2001,"Art2","Latridiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Lepidoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Linyphiidae",1285,166.255770153219,197.550242027841,228.054307641963,61.7985374887432,160,183,218,-3.32555555555556,1.95611111111111,5.79458333333333
2001,"Art2","Lycaenidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Lycosidae",180,186.869170885819,210.334656910462,229.949626674427,43.0804557886079,169,190,215,-0.474861111111111,2.76847222222222,5.63069444444444
2001,"Art2","Lycosidae egg sac",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Lygaeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Megaspilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","MYSC",130,185.372923525326,206.054427909759,225.208148437873,39.8352249125476,158,171,190,-3.79555555555556,-0.0431944444444445,2.76847222222222
2001,"Art2","Nematoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Noctuidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Notostraca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Nymphalidae",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Ostracoda",0,NA,NA,NA,NA,167,177,187,-1.10569444444444,1.24069444444444,2.07291666666667
2001,"Art2","Phoridae",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Pieridae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","PieridaeÂ ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Piophilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Platygastridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Plutellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Psocoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Psylloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Scathophagidae",0,NA,NA,NA,NA,156,163,175,-4.2925,-2.28125,0.687638888888889
2001,"Art2","Scelionidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Scelionidaee",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Siphonaptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Syrphidae",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Tachinidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Tardigrada",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Tenthredinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Thomisidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Thysanoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Tipulidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Tipuloidea",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Tortricidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Trichoceridae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","Triopsidae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art2","TriopsidaeÂ ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Acari",552,183.542458417172,201.168504360319,226.237260702067,42.694802284895,166,197,226,-1.40305555555556,4.28583333333333,5.09430555555556
2001,"Art3","Agromyzidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","ANMU",416,192.035083325816,205.041024887692,224.826896721864,32.791813396048,172,190,211,0.04375,2.76847222222222,4.83736111111111
2001,"Art3","Aphidoidea",118,193.70949633391,211.614801190168,230.733330243146,37.0238339092357,188,199,214,2.29138888888889,4.41097222222222,5.43861111111111
2001,"Art3","Apidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Aranea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Arthropoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Braconidae",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Calliphoridae",0,NA,NA,NA,NA,149,216,231,-6.84569444444444,5.8675,5.54
2001,"Art3","Cecidomyiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Ceraphronidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Ceraphronoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Chalcidoidea",6,NA,NA,NA,NA,206,218,230,4.45083333333333,5.79458333333333,5.44847222222222
2001,"Art3","CHCE",134,192.65661283904,202.02030705904,221.604456318494,28.9478434794536,176,189,202,0.95375,2.57888888888889,4.69861111111111
2001,"Art3","Coccinellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Coccoidea",7,NA,NA,NA,NA,177,197,217,1.24069444444444,4.28583333333333,5.99541666666667
2001,"Art3","Coleoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Collembola",1949,184.656596775057,201.255097696621,228.654977966088,43.99838119103,163,184,214,-2.28125,2.03125,5.43861111111111
2001,"Art3","Copepoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Culicidae",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Cynipoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Dictynidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Diptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Empididae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Enchytraeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Ephydridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Faniidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Geometridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Gracilariidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Heleomyzidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Art3","Hemiptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
